"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon","taxon_size","extant_size","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","image_no"
"426796","426796","txn","","species","Beg tse","","426796","species","Beg tse","426795","","73869","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Beg","","1","0","106.2","93.9","106.2","93.9","Albian","Cenomanian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"67673","67673","txn","","genus","Graciliceratops","","67673","genus","Graciliceratops","52774","NF2","14425","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Graciliceratops","Graciliceratops mongoliensis","2","0","100.5","83.6","100.5","83.6","Cenomanian","Santonian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"67674","67674","txn","","species","Graciliceratops mongoliensis","","67674","species","Graciliceratops mongoliensis","67673","","14425","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Graciliceratops","","1","0","100.5","83.6","100.5","83.6","Cenomanian","Santonian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"55581","55581","txn","","genus","Liaoceratops","","55581","genus","Liaoceratops","52774","NF2","14923","extinct","4","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Liaoceratops","","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"55582","55582","txn","","species","Liaoceratops yanzigouensis","","55582","species","Liaoceratops yanzigouensis","55581","","14923","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Liaoceratops","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"328822","328822","txn","","genus","Mosaiceratops","","328822","genus","Mosaiceratops","52774","NF2","56452","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Mosaiceratops","Mosaiceratops azumai","2","0","93.9","72.1","93.9","72.1","Turonian","Campanian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"328823","328823","txn","","species","Mosaiceratops azumai","","328823","species","Mosaiceratops azumai","328822","","56452","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Mosaiceratops","","1","0","93.9","72.1","93.9","72.1","Turonian","Campanian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"85967","85967","txn","","genus","Yamaceratops","","85967","genus","Yamaceratops","52774","NF2","18688","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Yamaceratops","Yamaceratops dorngobiensis","2","0","86.3","72.1","86.3","72.1","Santonian","Campanian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"85968","85968","txn","","species","Yamaceratops dorngobiensis","","85968","species","Yamaceratops dorngobiensis","85967","","18688","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Yamaceratops","","1","0","86.3","72.1","86.3","72.1","Santonian","Campanian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"38851","38851","txn","","family","Ceratopsidae","","38851","family","Ceratopsidae","38842","","12249","extinct","412","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","","Ceratops","113","0","93.9","89.8","72.1","66","Turonian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","569"
"492824","492824","txn","","subfamily","Centrasaurinae","","492824","subfamily","Centrasaurinae","38851","","88706","extinct","8","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","","","8","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","569"
"492823","492823","txn","","tribe","Albertaceratopsini","","492823","tribe","Albertaceratopsini","492824","","88706","extinct","8","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","","","7","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","569"
"94775","94775","txn","","genus","Albertaceratops","","94775","genus","Albertaceratops","492823","","19935","extinct","4","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Albertaceratops","","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1707"
"94776","94776","txn","","species","Albertaceratops nesmoi","","94776","species","Albertaceratops nesmoi","94775","","19935","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Albertaceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1707"
"492822","492822","txn","","genus","Lokiceratops","","492822","genus","Lokiceratops","492823","","88706","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Lokiceratops","Lokiceratops rangiformis","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","569"
"492825","492825","txn","","species","Lokiceratops rangiformis","","492825","species","Lokiceratops rangiformis","492822","","88706","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Lokiceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","569"
"170631","170631","txn","","genus","Medusaceratops","","170631","genus","Medusaceratops","492823","","33792","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Medusaceratops","Medusaceratops lokii","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","569"
"170632","170632","txn","","species","Medusaceratops lokii","","170632","species","Medusaceratops lokii","170631","","33792","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Medusaceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","569"
"53953","53953","txn","","subfamily","Centrosaurinae","","53953","subfamily","Centrosaurinae","38851","","13669","extinct","162","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","","Centrosaurus","49","0","86.3","83.6","72.1","66","Santonian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1712"
"398131","398131","txn","","unranked clade","Centrosaurini","","398131","unranked clade","Centrosaurini","53953","","66718","extinct","108","Chordata","Ornithischia","","Ceratopsidae","","Centrosaurus","11","0","83.6","72.1","83.6","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","710"
"NF3","","txn","","family","","","","","","","398131","","","108","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"38854","38854","txn","","genus","Centrosaurus","","38854","genus","Centrosaurus","398131","NF3","13668","extinct","78","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","","2","0","83.6","72.1","83.6","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","709"
"63911","63911","txn","","species","Centrosaurus apertus","","63911","species","Centrosaurus apertus","38854","","13668","extinct","39","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Centrosaurus","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","709"
"249800","249800","txn","","genus","Coronosaurus","","249800","genus","Coronosaurus","398131","NF3","43464","extinct","4","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Coronosaurus","","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","710"
"81008","249801","txn","","species","Coronosaurus brinkmani","","81008","species","Coronosaurus brinkmani","249800","","17358","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Coronosaurus","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","710"
"170627","170627","txn","","genus","Rubeosaurus","","170627","genus","Rubeosaurus","398131","NF3","33790","extinct","4","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Rubeosaurus","Rubeosaurus ovatus","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","710"
"56147","170628","txn","","species","Rubeosaurus ovatus","","56147","species","Rubeosaurus ovatus","170627","","12057","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Rubeosaurus","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","710"
"215069","215069","txn","","genus","Spinops","","215069","genus","Spinops","398131","NF3","39514","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Spinops","Spinops sternbergorum","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","710"
"215070","215070","txn","","species","Spinops sternbergorum","","215070","species","Spinops sternbergorum","215069","","39514","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Spinops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","710"
"38860","38860","txn","","genus","Styracosaurus","","38860","genus","Styracosaurus","398131","NF3","17544","extinct","20","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Styracosaurus","","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2185"
"56144","56144","txn","","species","Styracosaurus albertensis","","56144","species","Styracosaurus albertensis","38860","","17544","extinct","10","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Styracosaurus","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2185"
"376008","376008","txn","","unranked clade","Nasutoceratopsini","","376008","unranked clade","Nasutoceratopsini","53953","","66718","extinct","12","Chordata","Ornithischia","","Ceratopsidae","","Nasutoceratops","11","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1712"
"NF4","","txn","","family","","","","","","","376008","","","12","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"55538","55538","txn","","genus","Avaceratops","","55538","genus","Avaceratops","376008","NF4","25472","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Avaceratops","Avaceratops lammersi","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1712"
