Name,Family,Infraorder,Suborder,Order,Taxon Size,Diet,Max MYA,Min MYA,Early Age,Late Age,Early Period,Late Period
Leinkupal,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,140.6,132.6,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Supersaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Tornieria,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Apatosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,2,Herbivore,157.9,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Brontosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,3,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Demandasaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Nigersaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,100.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Tataouinea,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,113,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Cathartesaura,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Katepensaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Limaysaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Nopcsaspondylus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Rayososaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Rebbachisaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,106.2,93.9,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Agustinia,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,113,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Amazonsaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,119.5,106.2,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Campananeyen,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Comahuesaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,119.5,109.9,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Histriasaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,132.6,121.4,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous
Itapeuasaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Lavocatisaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,109.9,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Maraapunisaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,149.2,145,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Sidersaura,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Xenoposeidon,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,140.6,132.6,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Zapalasaurus,Rebbachisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Amphicoelias,,,,,2,Herbivore,157.9,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Haplocanthosaurus,,,,,2,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Camarasaurus,Camarasauridae,Sauropoda,Sauropodomorpha,Saurischia,5,Herbivore,161.5,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Lourinhasaurus,Camarasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,146.3,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Europasaurus,,,,,1,Herbivore,152.2,149.2,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Tehuelchesaurus,,,,,1,Herbivore,157.9,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Diamantinasaurus,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Mansourasaurus,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Sarmientosaurus,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Savannasaurus,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Wintonotitan,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Daxiatitan,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Erketu,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,72.1,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous
Euhelopus,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,145,100.5,Berriasian,Albian,Lower Cretaceous,Lower Cretaceous
Gobititan,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,113,109.9,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Huabeisaurus,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,72.1,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous
Phuwiangosaurus,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Qiaowanlong,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Ruixinia,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Ruyangosaurus,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,100.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Silutitan,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Tambatitanis,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,113,109.9,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Tangvayosaurus,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,100.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Xianshanosaurus,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,100.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Yongjinglong,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Angolatitan,,,,,1,Herbivore,89.8,86.3,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous
Astrophocaudia,,,,,1,Herbivore,113,109.9,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Australodocus,,,,,1,Herbivore,149.2,145,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Austrosaurus,,,,,1,Herbivore,106.2,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Brontomerus,,,,,1,Herbivore,121.4,100.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Chubutisaurus,,,,,1,Herbivore,119.5,109.9,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Dongbeititan,,,,,1,Herbivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Europatitan,,,,,1,Herbivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Gannansaurus,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Garumbatitan,,,,,1,Herbivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Huanghetitan,,,,,1,Herbivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Jiangshanosaurus,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Jiangxititan,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Ligabuesaurus,,,,,1,Herbivore,113,109.9,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Liubangosaurus,,,,,1,Herbivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Padillasaurus,,,,,1,Herbivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Sauroposeidon,,,,,1,Herbivore,121.4,93.9,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Sibirotitan,,,,,1,Herbivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Sonidosaurus,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Tastavinsaurus,,,,,1,Herbivore,121.4,119.5,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Triunfosaurus,,,,,1,Herbivore,145,125.77,Berriasian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Yunmenglong,,,,,1,Herbivore,121.4,100.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Aeolosaurus,,,,,2,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Baurutitan,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Caieiria,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Gondwanatitan,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Panamericansaurus,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Austroposeidon,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Drusilasaura,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Futalognkosaurus,,,,,1,Herbivore,93.9,86.3,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous
Mendozasaurus,,,,,1,Herbivore,89.8,86.3,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous
Quetecsaurus,,,,,1,Herbivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Traukutitan,,,,,1,Herbivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Adamantisaurus,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Arrudatitan,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Brasilotitan,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bravasaurus,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Maxakalisaurus,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Muyelensaurus,,,,,1,Herbivore,89.8,83.6,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Overosaurus,,,,,1,Herbivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Pitekunsaurus,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Punatitan,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Rinconsaurus,,,,,1,Herbivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Uberabatitan,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Chucarosaurus,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Notocolossus,,,,,1,Herbivore,89.8,83.6,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Puertasaurus,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Argentinosaurus,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Bonitasaura,,,,,1,Herbivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Dreadnoughtus,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Inawentu,,,,,1,Herbivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Menucocelsior,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Patagotitan,,,,,1,Herbivore,113,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Ampelosaurus,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Atsinganosaurus,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Garrigatitan,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Lirainosaurus,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Lohuecotitan,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Opisthocoelicaudia,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Neuquensaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,86.3,66,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Saltasaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Alamosaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bonatitan,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Ibirania,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,86.3,72.1,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous
Rocasaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Yamanasaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Abditosaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Igai,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Nicksaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Qingxiusaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,66,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Qunkasaura,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Zhuchengtitan,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Isisaurus,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Rapetosaurus,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Tapuiasaurus,,,,,1,Herbivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Titanomachya,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Udelartitan,,,,,1,Herbivore,100.5,83.6,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous
Nemegtosaurus,Nemegtosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,89.8,66,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Quaesitosaurus,Nemegtosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Antarctosaurus,,,,,1,Herbivore,89.8,66,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Arackar,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Atacamatitan,,,,,1,Herbivore,100.5,66,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bustingorrytitan,,,,,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Elaltitan,,,,,1,Herbivore,89.8,86.3,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous
Epachthosaurus,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Jainosaurus,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Kaijutitan,,,,,1,Herbivore,89.8,86.3,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous
Magyarosaurus,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Malawisaurus,,,,,1,Herbivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Normanniasaurus,,,,,1,Herbivore,109.9,106.2,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Nullotitan,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Paludititan,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Paralititan,,,,,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Pellegrinisaurus,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Shingopana,,,,,1,Herbivore,100.5,72.1,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous
Tengrisaurus,,,,,1,Herbivore,139.8,132.6,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Vahiny,,,,,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Volgatitan,,,,,1,Herbivore,132.6,125.77,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Gspsaurus,Gspsauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Ikqaumishan,Gspsauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Saraikimasoom,Gspsauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Imrankhanhero,Pakisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Sulaimanisaurus,Pakisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Khetranisaurus,Pakisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Khanazeem,Pakisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Pakisaurus,Pakisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Balochisaurus,Balochisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Qaikshaheen,Balochisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Marisaurus,Balochisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Abdarainurus,,,,,1,Herbivore,86.3,72.1,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous
Aegyptosaurus,,,,,1,Herbivore,145,93.9,Berriasian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Andesaurus,,,,,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Argyrosaurus,,,,,1,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Baalsaurus,,,,,1,Herbivore,93.9,86.3,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous
Baotianmansaurus,,,,,1,Herbivore,93.9,72.1,Turonian,Campanian,Upper Cretaceous,Upper Cretaceous
Barrosasaurus,,,,,1,Herbivore,93.9,72.1,Turonian,Campanian,Upper Cretaceous,Upper Cretaceous
Borealosaurus,,,,,1,Herbivore,106.2,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Choconsaurus,,,,,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Dongyangosaurus,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Dzharatitanis,,,,,1,Herbivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Gandititan,,,,,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Hamititan,,,,,1,Herbivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Karongasaurus,,,,,1,Herbivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Laplatasaurus,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Malarguesaurus,,,,,1,Herbivore,89.8,86.3,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous
Mnyamawamtuka,,,,,1,Herbivore,121.4,93.9,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Mongolosaurus,,,,,1,Herbivore,121.4,100.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Narambuenatitan,,,,,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Ninjatitan,,,,,1,Herbivore,140.6,132.6,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Petrobrasaurus,,,,,1,Herbivore,89.8,83.6,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Rukwatitan,,,,,1,Herbivore,100.5,72.1,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous
Tiamat,,,,,1,Herbivore,113,93.9,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Titanosaurus,,,,,0,Herbivore,125.77,66,Barremian,Maastrichtian,Lower Cretaceous,Upper Cretaceous
Abydosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Brachiosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,2,Herbivore,157.9,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Cedarosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,139.8,109.9,Valanginian,Albian,Lower Cretaceous,Lower Cretaceous
Galvesaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,146.3,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Giraffatitan,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,2,Herbivore,161.5,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Lusotitan,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,146.3,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Sonorasaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,106.2,93.9,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Soriatitan,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,132.6,121.4,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous
Venenosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Vouivria,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,161.5,154.8,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Duriatitan,,,,,1,Herbivore,154.8,139.8,Kimmeridgian,Berriasian,Upper Jurassic,Lower Cretaceous
Fukuititan,,,,,1,Herbivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Fushanosaurus,,,,,1,Herbivore,161.5,154.8,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Fusuisaurus,,,,,1,Herbivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Liaoningotitan,,,,,1,Herbivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
